rank,mark,athlete,country,date_of_birth,race_position,venue,result_date
1366,4:01.64,Nancy Jebet Langat,KEN,22.08.81,6,Zürich,28.08.2009
1366,4:01.64,Mimi Belete,BRN,09.06.88,2,Stockholm,06.08.2010
1366,4:01.64,Winnie Nanyondo,UGA,23.08.93,4s2,Tokyo,04.08.2021
1366,4:01.64,Ludovica Cavalli,ITA,20.12.00,6,Roma,04.06.2026
1372,4:01.65,Sifan Hassan,NED,01.01.93,3,Eugene,30.05.2015
1372,4:01.65,Linden Hall,AUS,20.06.91,7s1,Tokyo,14.09.2025
1374,4:01.66,Tamara Koba,UKR,24.02.57,5,Leningrad,26.07.1981
1374,4:01.66,Zhang Linli,CHN,06.03.73,3h2,Beijing,10.09.1993
1374,4:01.66,Anita Weyermann,SUI,08.12.77,2,Monaco,04.08.1999
1374,4:01.66,Sintayehu Vissa,ITA,29.07.96,7h3,Budapest,19.08.2023
1374,4:01.66,Danielle Jones,USA,21.08.96,8,Xiamen,02.09.2023
1379,4:01.67,Fita Lovin,ROU,14.01.51,2,Rieti,09.09.1981
1379,4:01.67,Nadezhda Ralldugina,RUS,15.11.57,3,Leningrad,26.07.1983
1381,4:01.68,Maricica Puica,ROU,29.07.50,5h1,Moskva,30.07.1980
1381,4:01.68,Daniela Yordanova,BUL,08.03.76,1,Kalamáta,02.06.2001
1381,4:01.68,Anna Willard,USA,31.03.84,4,Monaco,28.07.2009
1381,4:01.68,Ciara Mageean,IRL,12.03.92,2,Zürich,08.09.2022
1381,4:01.68,Sinclaire Johnson,USA,13.04.98,2s1,Eugene,28.06.2024
1386,4:01.69,Tatyana Pozdnyakova,UKR,04.03.56,1,Kyiv,27.08.1983
1386,4:01.69,Yan Wei,CHN,04.10.73,4h1,Beijing,10.09.1993
1386,4:01.69,Suzy Favor Hamilton,USA,08.08.68,3,Roma,11.07.2003
1386,4:01.69,Tatyana Tomashova,RUS,01.07.75,3,Roma,02.07.2004
1386,4:01.69,Ibtissam Lakhouad,MAR,07.12.80,3,Shanghai,19.05.2012
1386,4:01.69,Marta Pérez,ESP,19.04.93,5s2,Tokyo,04.08.2021
1386,4:01.69,Nigist Getachew,ETH,28.02.02,13,Roma,30.08.2024
1393,4:01.7,Yekaterina Podkopayeva,RUS,11.06.52,2h1,Moskva,04.07.1980
1393,4:01.7,Lyudmila Shesterova,UKR,12.10.56,3h1,Moskva,04.07.1980
1393,4:01.7+,Mary Slaney,USA,04.08.58,1,Paris,09.07.1982
1393,4:01.7,Fita Lovin,ROU,14.01.51,2,Bucuresti,09.06.1984
1393,4:01.7,Galina Zakharova,RUS,07.09.56,1,Chelyabinsk,28.07.1984
1393,4:01.7,Hildegard Körner,GDR,20.12.59,2,Berlin,12.08.1987
1393,4:01.70,Sonia O'Sullivan,IRL,28.11.69,9,Oslo,28.07.2000
1393,4:01.70,Violeta Szekely,ROU,26.03.65,2,Edmonton,07.08.2001
1393,4:01.70,Alesya Turova,BLR,06.12.79,2,Roma,12.07.2002
1393,4:01.70,Weronika Lizakowska,POL,02.11.98,9,Roma,06.06.2025
1393,4:01.70,Aster Areri,ETH,16.04.07,8,Rabat,31.05.2026
1404,4:01.71,Li Ying,CHN,24.06.75,4h2,Beijing,10.09.1993
1404,4:01.71,Kutre Dulecha,ETH,22.08.78,1,Nice,16.07.1998
1406,4:01.72,Ulrike Bruns,GDR,17.11.53,1,Dresden,03.07.1982
1406,4:01.72,Sonia O'Sullivan,IRL,28.11.69,1,Rieti,05.09.1993
1406,4:01.72,Yelena Zadorozhnaya,RUS,03.12.77,2rA,Lausanne,06.07.2004
1406,4:01.72,Christin Wurth-Thomas,USA,11.07.80,4,Eugene,07.06.2009
1406,4:01.72,Mimi Belete,BRN,09.06.88,2rA,Stockholm,17.08.2012
1411,4:01.73,Tatyana Dorovskikh,UKR,12.08.61,3,Zürich,19.08.1992
1411,4:01.73,Liu Dong,CHN,24.12.73,5h2,Beijing,10.09.1993
1411,4:01.73,Angela Chalmers,CAN,06.09.63,2,London,09.09.1994
1411,4:01.73,Lyudmila Rogachova,RUS,30.10.66,1,Tula,26.07.2000
1411,4:01.73,Maryam Yusuf Jamal,BRN,16.09.84,1,Lausanne,05.07.2005
1411,4:01.73,Anna Mishchenko,UKR,25.08.83,4,Bruxelles,16.09.2011
1411,4:01.73,Jessica Hull,AUS,22.10.96,8,Monaco,10.08.2022
1411,4:01.73,Freweyni Hailu,ETH,12.02.01,3,Zürich,08.09.2022
1411,4:01.73,Dominique Hiltz,USA,23.10.94,2h3,Tokyo,13.09.2025
1420,4:01.74,Gabriela DeBues-Stafford,CAN,13.09.95,6,Eugene,21.08.2021
1421,4:01.75,Rababe Arafi,MAR,12.01.91,4,Eugene,27.05.2017
1421,4:01.75,Besu Sado,ETH,12.01.96,4,Ad-Dawhah,04.05.2018
1421,4:01.75,Elinor St. Pierre,USA,20.02.95,10,Tokyo,06.08.2021
1421,4:01.75,Sarah Healy,IRL,13.02.01,4,Ostrava,27.06.2023
1425,4:01.76,Yekaterina Rozenberg,RUS,23.01.80,3rA,Tula,10.08.2003
1425,4:01.76,Laura Weightman,GBR,07.01.91,7,Lausanne,05.07.2018
1427,4:01.77,Andrea Hahmann,GER,03.06.66,1,Potsdam,06.06.1987
1427,4:01.77,Regina Jacobs,USA,28.08.63,1,Bruxelles,23.08.1996
1427,4:01.77,Yekaterina Kostetskaya,RUS,31.12.86,1,Cheboksary,24.07.2011
1430,4:01.78,Doina Melinte,ROU,27.12.56,1,Paris,16.07.1987
1430,4:01.78,Natalya Tobias,UKR,22.11.80,3,Beijing,23.08.2008
1430,4:01.78,Linden Hall,AUS,20.06.91,5,Eugene,28.05.2016
1430,4:01.78,Gudaf Tsegay,ETH,23.06.97,5,Eugene,27.05.2017
1430,4:01.78,Alemaz Samuel,ETH,05.07.99,5,Ad-Dawhah,04.05.2018
1430,4:01.78,Laura Muir,GBR,09.05.93,2s1,Eugene,16.07.2022
1430,4:01.78,Saron Berhe,ETH,22.08.07,10,Roma,06.06.2025
1437,4:01.79,Christiane Wartenberg,GDR,27.10.56,1,Potsdam,01.06.1980
1437,4:01.79,Diana Richburg,USA,02.07.63,7,Roma,05.09.1987
1437,4:01.79,Wang Yuan,CHN,08.04.76,5h1,Beijing,10.09.1993
1437,4:01.79,Carla Sacramento,POR,10.12.71,5,Zürich,11.08.2000
1437,4:01.79,Joanne Pavey,GBR,20.09.73,4,Monaco,13.09.2003
1437,4:01.79,Sifan Hassan,NED,01.01.93,1,Hengelo,08.06.2014
1437,4:01.79,Sage Hurta-Klecker,USA,23.06.98,1,Memphis,29.07.2022
1437,4:01.79,Diribe Welteji,ETH,13.05.02,4,Zürich,08.09.2022
1437,4:01.79A,Janat Chemusto,UGA,05.07.98,1,Nairobi,13.05.2023
1437,4:01.79,Axumawit Embaye,ETH,18.10.94,5,Ostrava,27.06.2023
1437,4:01.79,Gabija Galvydyte,LTU,17.01.00,8s1,Tokyo,14.09.2025
1448,4:01.8,Tatyana Providokhina,RUS,26.03.53,4r1,Sochi,23.05.1980
1448,4:01.80,Alla Yushina,RUS,20.08.58,5,Moskva,03.08.1984
1448,4:01.80,Kutre Dulecha,ETH,22.08.78,2,Oslo,09.07.1998
1448,4:01.80,Nouria Mérah-Benida,ALG,19.10.70,6,Zürich,11.08.2000
1448,4:01.80,Naomi Mugo,KEN,02.01.77,5,Bruxelles,05.09.2003
1448,4:01.80,Shannon Osika,USA,15.06.93,1,Chorzów,14.09.2019
1448,4:01.80,Jessica Hull,AUS,22.10.96,8s2,Ad-Dawhah,03.10.2019
1455,4:01.81,Zola Pieterse,RSA,26.05.66,1,Port Elizabeth,31.03.1984
1455,4:01.81,Suzy Favor Hamilton,USA,08.08.68,2,Sacramento,16.07.2000
1455,4:01.81,Tatyana Tomashova,RUS,01.07.75,1,Eugene,28.05.2006
1455,4:01.81,Rababe Arafi,MAR,12.01.91,5,Paris,01.07.2017
1455,4:01.81,Gudaf Tsegay,ETH,23.06.97,6,Ad-Dawhah,04.05.2018
1455,4:01.81,Melissa Courtney-Bryant,GBR,30.08.93,3,Stockholm,23.08.2020
1455,4:01.81,Jessica Hull,AUS,22.10.96,3s1,Eugene,16.07.2022
1455,4:01.81,Worknesh Mesele,ETH,10.06.01,4,Rabat,28.05.2023
1463,4:01.82,Lu Yi,CHN,10.04.74,6h1,Beijing,10.09.1993
1463,4:01.82,Iryna Lishchynska,UKR,15.01.76,2,Oslo,15.06.2007
1463,4:01.82,Jessica Hull,AUS,22.10.96,7,Eugene,18.07.2022
1463,4:01.82,Esther Guerrero,ESP,07.02.90,2rA,Tomblaine,04.07.2025
1467,4:01.83,Christine Benning,GBR,30.03.55,2,Gateshead,06.07.1984
1467,4:01.83,Svetlana Kitova,TJK,25.06.60,4,Kyiv,17.07.1986
1467,4:01.83,Daniela Yordanova,BUL,08.03.76,6,Bruxelles,05.09.2003
1467,4:01.83,Lisa Dobriskey,GBR,23.12.83,4,Lausanne,08.07.2010
1467,4:01.83,Netsanet Desta,ETH,26.10.00,7,Chorzów,06.08.2022
1472,4:01.84,Ivana Kubesová,CZE,26.05.62,1,Budapest,11.08.1986
1472,4:01.84,Yvonne Graham,JAM,22.08.65,2,Monaco,25.07.1995
1472,4:01.84,Natalya Gorelova,RUS,18.04.73,2,Roma,29.06.2001
1472,4:01.84,Angelika Cichocka,POL,15.03.88,6,Roma,08.06.2017
1472,4:01.84,Ludovica Cavalli,ITA,20.12.00,11,Budapest,22.08.2023
1472,4:01.84,Salomé Afonso,POR,19.11.97,9,Rabat,31.05.2026
1478,4:01.85,Olga Dvirna,RUS,11.02.53,1,Moskva,12.06.1982
1478,4:01.85,Ulrike Bruns,GDR,17.11.53,1,Karl-Marx-Stadt,09.07.1982
1478,4:01.85,Natalya Artyomova,RUS,05.01.63,1,Sochi,10.06.1984
1478,4:01.85,Hassiba Boulmerka,ALG,10.07.68,2,Paris,03.09.1994
1478,4:01.85,Olga Yegorova,RUS,28.03.72,1,Saint-Denis,01.07.2005
1478,4:01.85,Natalya Yevdokimova,RUS,17.03.78,2,Cheboksary,06.07.2012
1478,4:01.85A,Faith Kipyegon,KEN,10.01.94,1,Nairobi,01.08.2015
1478,4:01.85,Brenda Chebet,KEN,06.03.04,1,Madrid,22.07.2023
1486,4:01.86,Lyubov Kremlyova,RUS,21.12.61,2,Köln,21.08.1994
1486,4:01.86,Carla Sacramento,POR,10.12.71,1,Monaco,16.08.1997
1486,4:01.86,Senbere Teferi,ETH,03.05.95,3,Ad-Dawhah,15.05.2015
1486,4:01.86,Faith Kipyegon,KEN,10.01.94,7,Zürich,01.09.2016
1486,4:01.86,Birke Haylom,ETH,06.01.06,6,Ad-Dawhah,05.05.2023
1486,4:01.86,Esther Guerrero,ESP,07.02.90,15,Paris,20.06.2025
1492,4:01.88,Jackline Maranga,KEN,16.12.77,5,Bruxelles,28.08.1998
1493,4:01.89,Hannah England,GBR,06.03.87,2,Barcelona,22.07.2011
1493,4:01.89,Klaudia Kazimierska,POL,03.09.01,5,Bydgoszcz,20.06.2024
1495,4:01.90,Bouchra Ghézielle,FRA,19.05.79,2,Athínai,14.06.2005
1495,4:01.90,Águeda Marqués,ESP,19.03.99,6s1,Saint-Denis,08.08.2024
1497,4:01.91,Malgorzata Rydz,POL,18.01.67,7,Barcelona,08.08.1992
1497,4:01.91,Violeta Szekely,ROU,26.03.65,5,Zürich,12.08.1998
1497,4:01.91,Kelly Holmes,GBR,19.04.70,3,Roma,12.07.2002
1497,4:01.91,Sifan Hassan,NED,01.01.93,5,Shanghai,18.05.2019
1501,4:01.92,Yekaterina Podkopayeva,RUS,11.06.52,3,Paris,03.09.1994
1501,4:01.92+,Faith Kipyegon,KEN,10.01.94,1,Eugene,04.07.2026
1503,4:01.93,Zola Pieterse,GBR,26.05.66,1,Birmingham,07.06.1986
1503,4:01.93,Sonia O'Sullivan,IRL,28.11.69,5,Monaco,11.08.1992
1503,4:01.93,Carla Sacramento,POR,10.12.71,1,Barcelona,29.07.1999
1503,4:01.93,Angelika Cichocka,POL,15.03.88,1,Rabat,16.07.2017
1503,4:01.93,Gaia Sabbatini,ITA,10.06.99,10,Eugene,28.05.2022
1503,4:01.93,Lucia Stafford,CAN,17.08.98,2rA,Stockholm,07.06.2026
1509,4:01.94,Tatyana Tomashova,RUS,01.07.75,4,Athínai,03.07.2006
1509,4:01.94,Marta Pérez,ESP,19.04.93,4,Zürich,09.09.2021
1509,4:01.94,Esther Guerrero,ESP,07.02.90,7s1,Saint-Denis,08.08.2024
1512,4:01.95,Ulrike Bruns,GDR,17.11.53,1,Leipzig,02.07.1978
1512,4:01.95+,Ulrike Bruns,GDR,17.11.53,4,Zürich,21.08.1985
1512,4:01.95,Doina Melinte,ROU,27.12.56,2,Budapest,11.08.1986
1512,4:01.95,Yelena Soboleva,RUS,03.10.82,4,Monaco,20.08.2006
1512,4:01.95,Tatyana Tomashova,RUS,01.07.75,3r2,Moskva,13.06.2012
1512,4:01.95,Laura Weightman,GBR,07.01.91,4,Hengelo,11.06.2017
1512,4:01.95,Nelly Jepkosgei,BRN,14.07.91,5,Stockholm,10.06.2018
1512,4:01.95,Axumawit Embaye,ETH,18.10.94,6,Shanghai,18.05.2019
1520,4:01.96,Yelena Sipatova,RUS,07.06.55,3,Moskva,07.08.1981
1520,4:01.96,Ravilya Agletdinova,BLR,10.02.60,1,Verona,01.06.1984
1520,4:01.96,Gabriella Dorio,ITA,27.06.57,4,Rieti,02.09.1984
1520,4:01.96,Yekaterina Podkopayeva,RUS,11.06.52,3r1,Leningrad,02.08.1985
1520,4:01.96,Kelly Holmes,GBR,19.04.70,4,Roma,11.07.2003
1520,4:01.96,Abeba Aregawi,ETH,05.07.90,1rA,Heusden-Zolder,10.07.2010
1520,4:01.96,Laura Weightman,GBR,07.01.91,2,Ostrava,08.09.2020
1520,4:01.96,Winnie Nanyondo,UGA,23.08.93,3,Székesfehérvár,18.07.2023
1520,4:01.96,Saron Berhe,ETH,22.08.07,2,Moskva,05.06.2026
1529,4:01.97,Alesya Turova,BLR,06.12.79,3,Berlin,06.09.2002
1529,4:01.97,Shannon Rowbury,USA,19.09.84,2,Lausanne,02.09.2008
1529,4:01.97,Abeba Aregawi,SWE,05.07.90,2,Birmingham,07.06.2015
1529,4:01.97,Linden Hall,AUS,20.06.91,12,Eugene,25.05.2024
1533,4:01.98,Lidia Chojecka,POL,25.01.77,6,Saint-Denis,08.07.2006
1533,4:01.98,Abeba Aregawi,ETH,05.07.90,3,Stockholm,06.08.2010
1533,4:01.98,Mimi Belete,BRN,09.06.88,5,Shanghai,18.05.2014
1533,4:01.98,Eilish McColgan,GBR,25.11.90,8,Lausanne,05.07.2018
1533,4:01.98,Winnie Nanyondo,UGA,23.08.93,8,Eugene,18.07.2022
1533,4:01.98,Sintayehu Vissa,ITA,29.07.96,9,Firenze,02.06.2023
1533,4:01.98,Janat Chemusto,UGA,05.07.98,3,Hengelo,04.06.2023
1533,4:01.98,Ciara Mageean,IRL,12.03.92,1,Ostrava,28.05.2024
1541,4:01.99,Courtney Babcock,CAN,30.06.72,7,Bruxelles,05.09.2003
1541,4:01.99,Maryam Yusuf Jamal,BRN,16.09.84,2,Lausanne,07.07.2009
1541,4:01.99,Caster Semenya,RSA,07.01.91,1,Durban,24.06.2016
1541,4:01.99,Weronika Lizakowska,POL,02.11.98,1,Bydgoszcz,30.05.2025
1541,4:01.99,Susan Ejore-Sanders,KEN,09.11.95,3h3,Tokyo,13.09.2025
1546,4:02.0,Lyubov Smolka,UKR,29.11.52,1,Donetsk,28.06.1979
1546,4:02.0,Svetlana Guskova,MDA,19.08.59,6,Moskva,29.07.1979
1546,4:02.0,Zamira Zaytseva,UZB,16.02.53,1,Tbilisi,26.06.1981
1546,4:02.0+,Mary Slaney,USA,04.08.58,1,Oslo,26.06.1982
1546,4:02.00,Olga Dvirna,RUS,11.02.53,2,Leningrad,11.07.1981
1546,4:02.00,Meseret Defar,ETH,19.11.83,2,New York City,12.06.2010
1546,4:02.00+,Janat Chemusto,UGA,05.07.98,5,Oslo,15.06.2023
1546,4:02.00,Edinah Jebitok,KEN,10.11.01,4,Tomblaine,18.06.2023
1546,4:02.00,Gabriela DeBues-Stafford,CAN,13.09.95,1,Turku,17.06.2025
1546,4:02.00,Gabriela DeBues-Stafford,CAN,13.09.95,4h3,Tokyo,13.09.2025
1546,4:02.00,Sarah Billings,AUS,07.03.98,11,Xiamen,23.05.2026
1546,4:02.00+,Dominique Hiltz,USA,23.10.94,2,Eugene,04.07.2026
1558,4:02.02,Anna Alminova,RUS,17.01.85,1,Kazan,20.07.2008
1558,4:02.02,Linden Hall,AUS,20.06.91,1,Canberra,11.03.2021
1558,4:02.02,Katie Snowden,GBR,09.03.94,11,Roma,06.06.2025
1561,4:02.03,Yekaterina Podkopayeva,RUS,11.06.52,8,Barcelona,08.08.1992
1561,4:02.03,Natalya Gorelova,RUS,18.04.73,2,Saint-Denis,06.07.2001
1561,4:02.03,Joanne Pavey,GBR,20.09.73,5,Roma,11.07.2003
1561,4:02.03,Hannah England,GBR,06.03.87,5,Bruxelles,16.09.2011
1561,4:02.03,Lucia Stafford,CAN,17.08.98,4,Westwood,27.05.2023
1561,4:02.03,Emily MacKay,USA,30.04.98,13s2,Saint-Denis,08.08.2024
1561,4:02.03,Riley Chamberlain,USA,21.07.04,2rA,Eagle Rock,12.07.2025
1568,4:02.04,Lyubov Kremlyova,RUS,21.12.61,6,Kyiv,24.06.1984
1568,4:02.04,Abeba Aregawi,ETH,05.07.90,3rA,Stockholm,17.08.2012
1570,4:02.05,Maricica Puica,ROU,29.07.50,3,Rieti,09.09.1981
1570,4:02.05,Zamira Zaytseva,UZB,16.02.53,7,Kyiv,24.06.1984
1570,4:02.05,Cornelia Bürki,SUI,03.10.53,2,Paris,13.07.1985
1570,4:02.05,Eunice Sum,KEN,10.04.88,5,Ad-Dawhah,10.05.2013
1570,4:02.05,Agathe Guillemot,FRA,11.07.99,1,Tomblaine,25.05.2024
1570,4:02.05,Ludovica Cavalli,ITA,20.12.00,6,Bydgoszcz,20.06.2024
1570,4:02.05,Wilma Nielsen,SWE,02.06.01,11,Budapest,12.08.2025
1570,4:02.05,Agathe Guillemot,FRA,11.07.99,5h3,Tokyo,13.09.2025
1578,4:02.06,Tatyana Tomashova,RUS,01.07.75,2,Kazan,09.07.2004
1578,4:02.06,Sofia Ennaoui,POL,30.08.95,3,Birmingham,18.08.2018
1578,4:02.06,Gabriela DeBues-Stafford,CAN,13.09.95,6,Palo Alto,30.06.2019
1581,4:02.07,Claudia Mihaela Bobocea,ROU,11.06.92,5,Rabat,05.06.2022
1582,4:02.08,Svetlana Kitova,TJK,25.06.60,3,Zürich,16.08.1989
1582,4:02.08,Geraldine Hendricken,IRL,19.04.70,3,Paris,14.09.2002
1582,4:02.08,Hind Dehiba,FRA,17.03.79,5,Monaco,09.09.2005
1582,4:02.08+,Jessica Hull,AUS,22.10.96,3,Eugene,04.07.2026
1586,4:02.09,Doina Melinte,ROU,27.12.56,1,Edinburgh,07.07.1989
1586,4:02.09,Nancy Jebet Langat,KEN,22.08.81,1,Hengelo,30.05.2010
1586,4:02.09,Jemma Reekie,GBR,06.03.98,7,London,20.07.2019
1586,4:02.09,Heather MacLean,USA,31.08.95,3,Eugene,21.06.2021
1586,4:02.09,Judith Jemutai,KEN,10.12.93,4,Hengelo,04.06.2023
1586,4:02.09+,Hirut Meshesha,ETH,20.01.01,6,Oslo,15.06.2023
1586,4:02.09,Danielle Jones,USA,21.08.96,9,Westwood,18.05.2024
1586,4:02.09,Heather MacLean,USA,31.08.95,3s1,Eugene,28.06.2024
1586,4:02.09,Cory McGee,USA,29.05.92,4s1,Eugene,28.06.2024
1586,4:02.09+,Revee Walcott-Nolan,GBR,06.03.95,6,London,19.07.2025
1586,4:02.09,Soukaina Hajji,MAR,04.02.97,2,Montreuil,17.06.2026
1597,4:02.1,Lyudmila Kalnitskaya,RUS,03.01.53,1,Podolsk,13.08.1978
1597,4:02.1,Totka Petrova,BUL,17.12.56,1,Sofia,27.07.1979
1597,4:02.1,Maricica Puica,ROU,29.07.50,4h1,Moskva,04.07.1980
1597,4:02.1,Maria Cioncan,ROU,19.06.77,1,Bucuresti,15.06.2002
1597,4:02.10,Olga Churbanova,RUS,16.07.65,3,Köln,21.08.1994
1597,4:02.10,Carla Sacramento,POR,10.12.71,2,Nice,16.07.1998
1597,4:02.10,Maria Cioncan,ROU,19.06.77,1,Bucuresti,08.06.2002
1597,4:02.10,Viola Kibiwott,KEN,22.12.85,5,Osaka,02.09.2007
1597,4:02.10,Lisa Dobriskey,GBR,23.12.83,4,Beijing,23.08.2008
1597,4:02.10A,Faith Kipyegon,KEN,10.01.94,1,Nairobi,17.06.2021
1597,4:02.10,Marta Zenoni,ITA,09.03.99,1,Poznan,06.07.2025
1608,4:02.11,Angela Chalmers,CAN,06.09.63,6,Monaco,11.08.1992
1608,4:02.11,Abeba Aregawi,SWE,05.07.90,1,Lausanne,04.07.2013
1608,4:02.11,Helen Obiri,KEN,13.12.89,1,Beijing,18.05.2016
1608,4:02.11,Linden Hall,AUS,20.06.91,2,Bydgoszcz,30.05.2025
1612,4:02.12,Svetlana Guskova,MDA,19.08.59,2,Moskva,12.06.1982
1612,4:02.12,Maricica Puica,ROU,29.07.50,1,Riccione,22.08.1982
1612,4:02.12,Li Ying,CHN,24.06.75,9,Beijing,11.09.1993
1612,4:02.12,Angela Chalmers,CAN,06.09.63,1,Abbotsford,06.08.1994
1612,4:02.12,Meskerem Assefa,ETH,20.09.85,2,Roma,26.05.2011
1612,4:02.12,Eilish McColgan,GBR,25.11.90,6,Firenze,10.06.2021
1612,4:02.12,Lucia Stafford,CAN,17.08.98,6s2,Tokyo,04.08.2021
1612,4:02.12,Sarah Healy,IRL,13.02.01,2,Ostrava,28.05.2024
1612,4:02.12,Sophie O'Sullivan,IRL,23.12.01,6h3,Tokyo,13.09.2025
1621,4:02.13,Ulrike Bruns,GDR,17.11.53,1s1,Montréal,29.07.1976
1621,4:02.13,Lyudmila Medvedyeva,RUS,18.01.57,4r1,Leningrad,02.08.1985
1621,4:02.13,Kirsty Wade,GBR,06.08.62,1,Gateshead,13.06.1987
1621,4:02.13,Lyudmila Borisova,RUS,08.03.66,2,Sankt Peterburg,04.07.1996
1621,4:02.13,Sonja Roman,SLO,11.03.79,4,Roma,10.07.2009
1621,4:02.13,Lisa Dobriskey,GBR,23.12.83,5,Saint-Denis,06.07.2012
1627,4:02.14,Nelly Chepchirchir,KEN,04.06.03,1s1,Budapest,20.08.2023
1627,4:02.14,Elinor St. Pierre,USA,20.02.95,5s1,Eugene,28.06.2024
1627,4:02.14,Gracie Morris,USA,17.12.01,12,Xiamen,23.05.2026
1630,4:02.15,Elana Meyer,RSA,10.10.66,1,Cape Town,21.03.1992
1630,4:02.15,Regina Jacobs,USA,28.08.63,3,Monaco,02.08.1994
1630,4:02.15,Yelena Zadorozhnaya,RUS,03.12.77,1,Eugene,19.06.2004
1630,4:02.15,Gelete Burka,ETH,23.01.86,1,Shanghai,20.09.2009
1630,4:02.15,Sophie O'Sullivan,IRL,23.12.01,8h3,Budapest,19.08.2023
1630,4:02.15,Abbey Caldwell,AUS,03.07.01,7,Roma,04.06.2026
1636,4:02.16,Qu Yunxia,CHN,25.12.72,1,Nanjing,18.05.1992
1636,4:02.16,Yelena Zadorozhnaya,RUS,03.12.77,1,Tula,09.06.2001
1636,4:02.16,Iryna Lishchynska,UKR,15.01.76,4,Rieti,27.08.2006
1636,4:02.16,Gelete Burka,ETH,23.01.86,2,Ad-Dawhah,14.05.2010
1636,4:02.16,Siham Hilali,MAR,02.05.86,4,Eugene,01.06.2013
1636,4:02.16+,Klaudia Kazimierska,POL,03.09.01,4,Eugene,04.07.2026
1642,4:02.17,Bouchra Ghézielle,FRA,19.05.79,9,Rieti,28.08.2005
1642,4:02.17,Iryna Lishchynska,UKR,15.01.76,2,Saint-Denis,06.07.2007
1644,4:02.18,Lisa Dobriskey,GBR,23.12.83,3,Lausanne,02.09.2008
1644,4:02.18,Maryam Yusuf Jamal,BRN,16.09.84,2s2,London,08.08.2012
1644,4:02.18,Shannon Osika,USA,15.06.93,4,Eugene,21.06.2021
1647,4:02.19,Judit Varga,HUN,16.04.76,6,Roma,11.07.2003
1647,4:02.19,Rababe Arafi,MAR,12.01.91,2,Rabat,16.07.2017
1647,4:02.19+,Dorcus Ewoi,KEN,02.10.96,5,Eugene,04.07.2026
1650,4:02.2,Tamara Koba,UKR,24.02.57,5,Moskva,12.06.1980
1650,4:02.20,Ulrike Bruns,GDR,17.11.53,7,Praha,03.09.1978
1650,4:02.20,Natalya Artyomova,RUS,05.01.63,1h,Kyiv,22.06.1984
1650,4:02.20,Doina Melinte,ROU,27.12.56,1,Berlin,04.07.1990
1650,4:02.20,Lidia Chojecka,POL,25.01.77,5,Rieti,27.08.2006
1650,4:02.20,Ingvill Måkestad Bovim,NOR,07.08.81,5,Rieti,29.08.2010
1650,4:02.20,Jemma Reekie,GBR,06.03.98,1,Marseille,03.09.2020
1650,4:02.20,Susan Ejore-Sanders,KEN,09.11.95,5,Westwood,27.05.2023
1650,4:02.20,Maia Ramsden,NZL,23.03.02,8s1,Saint-Denis,08.08.2024
1650,4:02.20+,Birke Haylom,ETH,06.01.06,7,London,19.07.2025
1650,4:02.20,Esther Guerrero,ESP,07.02.90,7h3,Tokyo,13.09.2025
1661,4:02.21,Ulrike Bruns,GDR,17.11.53,2,Zagreb,16.08.1981
1661,4:02.21,Ulrike Bruns,GDR,17.11.53,2,Potsdam,06.06.1987
1661,4:02.21,Doina Melinte,ROU,27.12.56,1,Bruxelles,25.08.1989
1661,4:02.21,Violeta Szekely,ROU,26.03.65,3,Zürich,07.08.1991
1661,4:02.21,Hassiba Boulmerka,ALG,10.07.68,1,Tokyo,31.08.1991
1661,4:02.21,Olga Nelyubova,RUS,12.06.64,7,Zürich,11.08.2000
1661,4:02.21,Alesya Turova,BLR,06.12.79,3,Athínai,14.06.2005
1661,4:02.21A,Mercy Cherono,KEN,07.05.91,2,Nairobi,01.08.2015
1669,4:02.22,Natalya Artyomova,RUS,05.01.63,1,Erfurt,22.06.1985
1669,4:02.22,Wang Qingfen,CHN,27.03.73,10,Shanghai,18.10.1997
1669,4:02.22,Lucia Stafford,CAN,17.08.98,10h1,Saint-Denis,06.08.2024
1672,4:02.23,Natalya Boborova,RUS,12.02.59,4,Leningrad,26.07.1983
1672,4:02.23,Paula Ivan,ROU,20.07.63,1,Rieti,03.09.1989
1672,4:02.23,Yelena Kanales,RUS,07.02.76,4,Tula,15.06.2006
1672,4:02.23,Águeda Marqués,ESP,19.03.99,12,Budapest,12.08.2025
1672,4:02.23,Patrícia Silva,POR,09.12.99,1r1,Nerja,20.05.2026
1677,4:02.24,Corina Dumbravean,ROU,15.04.84,6,Göteborg,13.08.2006
1677,4:02.24+,Winny Chebet,KEN,20.12.90,3,London,09.07.2017
1677,4:02.24,Winny Chebet,KEN,20.12.90,2,Birmingham,20.08.2017
1677,4:02.24,Winnie Nanyondo,UGA,23.08.93,2h3,Tokyo,02.08.2021
1677,4:02.24,Freweyni Hailu,ETH,12.02.01,1,Lausanne,26.08.2021
1682,4:02.25,Gunhild Hoffmeister,GDR,06.07.44,1,Roma,08.09.1974
1682,4:02.25,Yekaterina Podkopayeva,RUS,11.06.52,3,Helsinki,14.08.1983
1682,4:02.25,Lidiya Volodina,RUS,21.05.53,8,Kyiv,24.06.1984
1682,4:02.25,Susan Krumins,NED,08.07.86,3,Berlin,27.08.2017
1682,4:02.25,Gaia Sabbatini,ITA,10.06.99,8s1,Tokyo,04.08.2021
